post_id,post_text,event_type,timestamp
916,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,29-07-2025 23:26
917,The food stalls at the cultural fest are a must-try! 🌮🍣 #Foodie,cultural_fest,07-07-2025 06:31
918,It's Sports Day! Watching the track and field events now.,sports_event,12-09-2025 18:54
919,Another great robotics workshop. My line-follower bot is almost ready! 🤖,workshop,17-07-2025 10:28
920,Pulling an all-nighter for the hackathon. Let's build something awesome! #CodeLife,hackathon,19-07-2025 05:41
921,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,08-09-2025 00:51
922,The food stalls at the cultural fest are a must-try! 🌮🍣 #Foodie,cultural_fest,04-07-2025 15:15
923,"Closing ceremony tonight, what an incredible week it's been! #MITFest",cultural_fest,29-08-2025 04:56
924,Excited for the startup pitching competition. So many innovative ideas!,other_event,06-09-2025 14:31
925,Pulling an all-nighter for the hackathon. Let's build something awesome! #CodeLife,hackathon,05-07-2025 07:13
926,It's Sports Day! Watching the track and field events now.,sports_event,09-07-2025 06:11
927,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,24-07-2025 18:27
928,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,18-07-2025 17:25
929,Attending an AI and ML workshop today. The hands-on labs are so helpful.,workshop,07-07-2025 11:52
930,Learning Python with pandas and matplotlib at the data science workshop. So many possibilities! #DataScience,workshop,30-07-2025 17:13
931,The annual swimming gala is next week. Time to hit the pool!,sports_event,13-09-2025 14:03
932,Just finished a fantastic workshop on ethical hacking. Feeling much more cyber-aware now.,workshop,17-08-2025 06:46
933,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,08-07-2025 07:32
934,Soaking in the vibrant atmosphere at the cultural fest! The art and music are amazing. #CulturalFest,cultural_fest,08-07-2025 01:09
935,The cultural parade was spectacular! So many beautiful traditional costumes.,cultural_fest,09-08-2025 05:56
936,Ready for the live music concert tonight at the fest! 🎸 #MusicNight,cultural_fest,28-07-2025 21:31
937,Pulling an all-nighter for the hackathon. Let's build something awesome! #CodeLife,hackathon,30-07-2025 00:50
938,The cultural parade was spectacular! So many beautiful traditional costumes.,cultural_fest,06-09-2025 12:18
939,Learning Python with pandas and matplotlib at the data science workshop. So many possibilities! #DataScience,workshop,31-07-2025 22:58
940,The annual swimming gala is next week. Time to hit the pool!,sports_event,19-07-2025 23:00
941,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,01-09-2025 05:03
942,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,14-09-2025 17:00
943,Learning Python with pandas and matplotlib at the data science workshop. So many possibilities! #DataScience,workshop,23-08-2025 12:58
944,Attending an AI and ML workshop today. The hands-on labs are so helpful.,workshop,03-09-2025 16:25
945,The annual swimming gala is next week. Time to hit the pool!,sports_event,03-08-2025 19:51
946,Ready for the live music concert tonight at the fest! 🎸 #MusicNight,cultural_fest,02-09-2025 17:02
947,The food stalls at the cultural fest are a must-try! 🌮🍣 #Foodie,cultural_fest,01-08-2025 12:22
948,"Closing ceremony tonight, what an incredible week it's been! #MITFest",cultural_fest,17-08-2025 03:30
949,Open mic night tonight at the campus cafe. Time to listen to some new talent.,other_event,15-09-2025 16:32
950,It's Sports Day! Watching the track and field events now.,sports_event,24-08-2025 21:51
951,Open mic night tonight at the campus cafe. Time to listen to some new talent.,other_event,29-06-2025 21:15
952,Just finished a fantastic workshop on ethical hacking. Feeling much more cyber-aware now.,workshop,13-08-2025 14:46
953,Learning Python with pandas and matplotlib at the data science workshop. So many possibilities! #DataScience,workshop,31-08-2025 06:05
954,Day two of the Cultural Fest is in full swing! Loved the dance performances this morning.,cultural_fest,18-08-2025 22:03
955,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,02-07-2025 13:51
956,Day two of the Cultural Fest is in full swing! Loved the dance performances this morning.,cultural_fest,15-08-2025 23:06
957,Super excited for the new 'Introduction to Quantum Computing' workshop next week!,workshop,09-08-2025 05:53
958,Learning Python with pandas and matplotlib at the data science workshop. So many possibilities! #DataScience,workshop,02-09-2025 18:41
959,Super excited for the new 'Introduction to Quantum Computing' workshop next week!,workshop,15-09-2025 18:51
960,Soaking in the vibrant atmosphere at the cultural fest! The art and music are amazing. #CulturalFest,cultural_fest,23-08-2025 11:19
961,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,14-07-2025 09:48
962,Ready for the live music concert tonight at the fest! 🎸 #MusicNight,cultural_fest,25-06-2025 10:12
963,The UI/UX design workshop was a game-changer. Finally understand wireframing.,workshop,16-08-2025 15:15
964,Went to the film festival. The short films were incredibly creative.,other_event,24-06-2025 05:09
965,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,23-06-2025 15:59
966,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,04-09-2025 12:31
967,Attending an AI and ML workshop today. The hands-on labs are so helpful.,workshop,12-07-2025 22:07
968,The cultural parade was spectacular! So many beautiful traditional costumes.,cultural_fest,30-07-2025 19:03
969,Excited for the startup pitching competition. So many innovative ideas!,other_event,21-08-2025 11:21
970,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,05-08-2025 13:54
971,The annual job fair is happening today. Networking with some great companies!,other_event,02-08-2025 07:23
972,Day two of the Cultural Fest is in full swing! Loved the dance performances this morning.,cultural_fest,07-09-2025 23:22
973,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,19-07-2025 23:55
974,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,16-07-2025 02:07
975,Attending an AI and ML workshop today. The hands-on labs are so helpful.,workshop,15-07-2025 21:15
976,Pulling an all-nighter for the hackathon. Let's build something awesome! #CodeLife,hackathon,23-07-2025 16:32
977,Ready for the live music concert tonight at the fest! 🎸 #MusicNight,cultural_fest,19-07-2025 10:21
978,Went to the film festival. The short films were incredibly creative.,other_event,19-08-2025 21:01
979,Soaking in the vibrant atmosphere at the cultural fest! The art and music are amazing. #CulturalFest,cultural_fest,23-07-2025 21:53
980,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,26-06-2025 21:45
981,Went to the film festival. The short films were incredibly creative.,other_event,07-08-2025 22:51
982,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,07-07-2025 02:28
983,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,27-07-2025 20:13
984,Just finished a fantastic workshop on ethical hacking. Feeling much more cyber-aware now.,workshop,02-09-2025 17:04
985,The annual job fair is happening today. Networking with some great companies!,other_event,01-09-2025 08:15
986,The cultural parade was spectacular! So many beautiful traditional costumes.,cultural_fest,26-08-2025 06:16
987,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,27-07-2025 17:57
988,Excited for the startup pitching competition. So many innovative ideas!,other_event,24-06-2025 20:38
989,The annual swimming gala is next week. Time to hit the pool!,sports_event,22-06-2025 00:23
990,The cultural parade was spectacular! So many beautiful traditional costumes.,cultural_fest,01-09-2025 03:41
991,Day two of the Cultural Fest is in full swing! Loved the dance performances this morning.,cultural_fest,23-07-2025 06:56
992,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,02-07-2025 19:50
993,The food stalls at the cultural fest are a must-try! 🌮🍣 #Foodie,cultural_fest,09-09-2025 14:10
994,Day two of the Cultural Fest is in full swing! Loved the dance performances this morning.,cultural_fest,15-08-2025 22:55
995,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,27-07-2025 23:12
996,Pulling an all-nighter for the hackathon. Let's build something awesome! #CodeLife,hackathon,11-07-2025 21:52
997,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,27-08-2025 15:31
998,Open mic night tonight at the campus cafe. Time to listen to some new talent.,other_event,01-07-2025 13:53
999,The annual job fair is happening today. Networking with some great companies!,other_event,24-08-2025 15:02
1000,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,18-09-2025 14:57
